"Förskrivning till människor by varugrupp, kön, åldersgrupp, period and mätvärde"

"varugrupp";"kön";"åldersgrupp";"period";"mätvärde";"Förskrivning till människor"
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024-09";"Förpackningar";420000
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024-10";"AUP exkl moms";211053948
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024-10";"Förpackningar";471734
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024-11";"AUP exkl moms";211489302
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024-11";"Förpackningar";452455
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024-12";"AUP exkl moms";203631837
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024-12";"Förpackningar";460822
"R - andningsorgan";"Man";"0-14";"2020";"AUP exkl moms";177176095
"R - andningsorgan";"Man";"0-14";"2020";"Förpackningar";599746
"R - andningsorgan";"Man";"0-14";"2021";"AUP exkl moms";185711864
"R - andningsorgan";"Man";"0-14";"2021";"Förpackningar";664101
"R - andningsorgan";"Man";"0-14";"2022";"AUP exkl moms";201413118
"R - andningsorgan";"Man";"0-14";"2022";"Förpackningar";708963
"R - andningsorgan";"Man";"0-14";"2023";"AUP exkl moms";260844285
"R - andningsorgan";"Man";"0-14";"2023";"Förpackningar";701793
"R - andningsorgan";"Man";"0-14";"2024";"AUP exkl moms";294007054
"R - andningsorgan";"Man";"0-14";"2024";"Förpackningar";695387
"R - andningsorgan";"Man";"0-14";"2020-01";"AUP exkl moms";16519250
"R - andningsorgan";"Man";"0-14";"2020-01";"Förpackningar";47558
"R - andningsorgan";"Man";"0-14";"2020-02";"AUP exkl moms";15425997
"R - andningsorgan";"Man";"0-14";"2020-02";"Förpackningar";57720
"R - andningsorgan";"Man";"0-14";"2020-03";"AUP exkl moms";26072963
"R - andningsorgan";"Man";"0-14";"2020-03";"Förpackningar";101400
"R - andningsorgan";"Man";"0-14";"2020-04";"AUP exkl moms";14970322
"R - andningsorgan";"Man";"0-14";"2020-04";"Förpackningar";61778
"R - andningsorgan";"Man";"0-14";"2020-05";"AUP exkl moms";12948768
"R - andningsorgan";"Man";"0-14";"2020-05";"Förpackningar";51478
"R - andningsorgan";"Man";"0-14";"2020-06";"AUP exkl moms";14563714
"R - andningsorgan";"Man";"0-14";"2020-06";"Förpackningar";58783
"R - andningsorgan";"Man";"0-14";"2020-07";"AUP exkl moms";11618099
"R - andningsorgan";"Man";"0-14";"2020-07";"Förpackningar";36289
"R - andningsorgan";"Man";"0-14";"2020-08";"AUP exkl moms";11169417
"R - andningsorgan";"Man";"0-14";"2020-08";"Förpackningar";34396
"R - andningsorgan";"Man";"0-14";"2020-09";"AUP exkl moms";13563416
"R - andningsorgan";"Man";"0-14";"2020-09";"Förpackningar";38108
"R - andningsorgan";"Man";"0-14";"2020-10";"AUP exkl moms";13446940
"R - andningsorgan";"Man";"0-14";"2020-10";"Förpackningar";36575
"R - andningsorgan";"Man";"0-14";"2020-11";"AUP exkl moms";12657687
"R - andningsorgan";"Man";"0-14";"2020-11";"Förpackningar";38655
"R - andningsorgan";"Man";"0-14";"2020-12";"AUP exkl moms";14219522
"R - andningsorgan";"Man";"0-14";"2020-12";"Förpackningar";37006
"R - andningsorgan";"Man";"0-14";"2021-01";"AUP exkl moms";10490678
"R - andningsorgan";"Man";"0-14";"2021-01";"Förpackningar";32355
"R - andningsorgan";"Man";"0-14";"2021-02";"AUP exkl moms";15098495
"R - andningsorgan";"Man";"0-14";"2021-02";"Förpackningar";35491
"R - andningsorgan";"Man";"0-14";"2021-03";"AUP exkl moms";15769814
"R - andningsorgan";"Man";"0-14";"2021-03";"Förpackningar";68098
"R - andningsorgan";"Man";"0-14";"2021-04";"AUP exkl moms";15055224
"R - andningsorgan";"Man";"0-14";"2021-04";"Förpackningar";61314
"R - andningsorgan";"Man";"0-14";"2021-05";"AUP exkl moms";18725016
"R - andningsorgan";"Man";"0-14";"2021-05";"Förpackningar";79443
"R - andningsorgan";"Man";"0-14";"2021-06";"AUP exkl moms";18509800
"R - andningsorgan";"Man";"0-14";"2021-06";"Förpackningar";77239
"R - andningsorgan";"Man";"0-14";"2021-07";"AUP exkl moms";14431242
"R - andningsorgan";"Man";"0-14";"2021-07";"Förpackningar";41477
"R - andningsorgan";"Man";"0-14";"2021-08";"AUP exkl moms";12377292
"R - andningsorgan";"Man";"0-14";"2021-08";"Förpackningar";36303
"R - andningsorgan";"Man";"0-14";"2021-09";"AUP exkl moms";14782106
"R - andningsorgan";"Man";"0-14";"2021-09";"Förpackningar";51013
"R - andningsorgan";"Man";"0-14";"2021-10";"AUP exkl moms";17626140
"R - andningsorgan";"Man";"0-14";"2021-10";"Förpackningar";63580
"R - andningsorgan";"Man";"0-14";"2021-11";"AUP exkl moms";17027665
"R - andningsorgan";"Man";"0-14";"2021-11";"Förpackningar";59600
"R - andningsorgan";"Man";"0-14";"2021-12";"AUP exkl moms";15818393
"R - andningsorgan";"Man";"0-14";"2021-12";"Förpackningar";58188
"R - andningsorgan";"Man";"0-14";"2022-01";"AUP exkl moms";11939834
"R - andningsorgan";"Man";"0-14";"2022-01";"Förpackningar";34597
"R - andningsorgan";"Man";"0-14";"2022-02";"AUP exkl moms";14239784
"R - andningsorgan";"Man";"0-14";"2022-02";"Förpackningar";40965
"R - andningsorgan";"Man";"0-14";"2022-03";"AUP exkl moms";18400828
"R - andningsorgan";"Man";"0-14";"2022-03";"Förpackningar";81824
"R - andningsorgan";"Man";"0-14";"2022-04";"AUP exkl moms";17108565
"R - andningsorgan";"Man";"0-14";"2022-04";"Förpackningar";69961
"R - andningsorgan";"Man";"0-14";"2022-05";"AUP exkl moms";19630729
"R - andningsorgan";"Man";"0-14";"2022-05";"Förpackningar";87921
"R - andningsorgan";"Man";"0-14";"2022-06";"AUP exkl moms";20378954
"R - andningsorgan";"Man";"0-14";"2022-06";"Förpackningar";72539
"R - andningsorgan";"Man";"0-14";"2022-07";"AUP exkl moms";10939694
"R - andningsorgan";"Man";"0-14";"2022-07";"Förpackningar";43343
"R - andningsorgan";"Man";"0-14";"2022-08";"AUP exkl moms";12590927
"R - andningsorgan";"Man";"0-14";"2022-08";"Förpackningar";40790
"R - andningsorgan";"Man";"0-14";"2022-09";"AUP exkl moms";16336375
"R - andningsorgan";"Man";"0-14";"2022-09";"Förpackningar";50447
"R - andningsorgan";"Man";"0-14";"2022-10";"AUP exkl moms";13826118
"R - andningsorgan";"Man";"0-14";"2022-10";"Förpackningar";54797
"R - andningsorgan";"Man";"0-14";"2022-11";"AUP exkl moms";16300174
"R - andningsorgan";"Man";"0-14";"2022-11";"Förpackningar";58997
"R - andningsorgan";"Man";"0-14";"2022-12";"AUP exkl moms";29721134
"R - andningsorgan";"Man";"0-14";"2022-12";"Förpackningar";72783
"R - andningsorgan";"Man";"0-14";"2023-01";"AUP exkl moms";18746788
"R - andningsorgan";"Man";"0-14";"2023-01";"Förpackningar";49019
"R - andningsorgan";"Man";"0-14";"2023-02";"AUP exkl moms";23002642
"R - andningsorgan";"Man";"0-14";"2023-02";"Förpackningar";56388
"R - andningsorgan";"Man";"0-14";"2023-03";"AUP exkl moms";21988045
"R - andningsorgan";"Man";"0-14";"2023-03";"Förpackningar";68716
"R - andningsorgan";"Man";"0-14";"2023-04";"AUP exkl moms";22298619
"R - andningsorgan";"Man";"0-14";"2023-04";"Förpackningar";72945
"R - andningsorgan";"Man";"0-14";"2023-05";"AUP exkl moms";28738258
"R - andningsorgan";"Man";"0-14";"2023-05";"Förpackningar";99900
"R - andningsorgan";"Man";"0-14";"2023-06";"AUP exkl moms";25918760
"R - andningsorgan";"Man";"0-14";"2023-06";"Förpackningar";70009
"R - andningsorgan";"Man";"0-14";"2023-07";"AUP exkl moms";15310216
"R - andningsorgan";"Man";"0-14";"2023-07";"Förpackningar";38672
"R - andningsorgan";"Man";"0-14";"2023-08";"AUP exkl moms";18649582
"R - andningsorgan";"Man";"0-14";"2023-08";"Förpackningar";40545
"R - andningsorgan";"Man";"0-14";"2023-09";"AUP exkl moms";21582479
"R - andningsorgan";"Man";"0-14";"2023-09";"Förpackningar";44232
"R - andningsorgan";"Man";"0-14";"2023-10";"AUP exkl moms";20464631
"R - andningsorgan";"Man";"0-14";"2023-10";"Förpackningar";52855
"R - andningsorgan";"Man";"0-14";"2023-11";"AUP exkl moms";23305959
"R - andningsorgan";"Man";"0-14";"2023-11";"Förpackningar";53043
"R - andningsorgan";"Man";"0-14";"2023-12";"AUP exkl moms";20838306
"R - andningsorgan";"Man";"0-14";"2023-12";"Förpackningar";55471
"R - andningsorgan";"Man";"0-14";"2024-01";"AUP exkl moms";22168943
"R - andningsorgan";"Man";"0-14";"2024-01";"Förpackningar";48507
"R - andningsorgan";"Man";"0-14";"2024-02";"AUP exkl moms";22113574
"R - andningsorgan";"Man";"0-14";"2024-02";"Förpackningar";57571
"R - andningsorgan";"Man";"0-14";"2024-03";"AUP exkl moms";28244486
"R - andningsorgan";"Man";"0-14";"2024-03";"Förpackningar";68711
"R - andningsorgan";"Man";"0-14";"2024-04";"AUP exkl moms";24707756
"R - andningsorgan";"Man";"0-14";"2024-04";"Förpackningar";71930
"R - andningsorgan";"Man";"0-14";"2024-05";"AUP exkl moms";30870694
"R - andningsorgan";"Man";"0-14";"2024-05";"Förpackningar";95326
"R - andningsorgan";"Man";"0-14";"2024-06";"AUP exkl moms";28443025
"R - andningsorgan";"Man";"0-14";"2024-06";"Förpackningar";59656
"R - andningsorgan";"Man";"0-14";"2024-07";"AUP exkl moms";19325532
"R - andningsorgan";"Man";"0-14";"2024-07";"Förpackningar";41034
"R - andningsorgan";"Man";"0-14";"2024-08";"AUP exkl moms";20032542
"R - andningsorgan";"Man";"0-14";"2024-08";"Förpackningar";39437
"R - andningsorgan";"Man";"0-14";"2024-09";"AUP exkl moms";23977580
"R - andningsorgan";"Man";"0-14";"2024-09";"Förpackningar";47376
"R - andningsorgan";"Man";"0-14";"2024-10";"AUP exkl moms";28516145
"R - andningsorgan";"Man";"0-14";"2024-10";"Förpackningar";54737
"R - andningsorgan";"Man";"0-14";"2024-11";"AUP exkl moms";20907048
"R - andningsorgan";"Man";"0-14";"2024-11";"Förpackningar";55605
"R - andningsorgan";"Man";"0-14";"2024-12";"AUP exkl moms";24699730
"R - andningsorgan";"Man";"0-14";"2024-12";"Förpackningar";55497
"R - andningsorgan";"Man";"15 - 44";"2020";"AUP exkl moms";310845588
"R - andningsorgan";"Man";"15 - 44";"2020";"Förpackningar";860538
"R - andningsorgan";"Man";"15 - 44";"2021";"AUP exkl moms";302574112
"R - andningsorgan";"Man";"15 - 44";"2021";"Förpackningar";838339
"R - andningsorgan";"Man";"15 - 44";"2022";"AUP exkl moms";366603133
"R - andningsorgan";"Man";"15 - 44";"2022";"Förpackningar";854734
"R - andningsorgan";"Man";"15 - 44";"2023";"AUP exkl moms";581800554
"R - andningsorgan";"Man";"15 - 44";"2023";"Förpackningar";865146
"R - andningsorgan";"Man";"15 - 44";"2024";"AUP exkl moms";588910743
"R - andningsorgan";"Man";"15 - 44";"2024";"Förpackningar";901199
"R - andningsorgan";"Man";"15 - 44";"2020-01";"AUP exkl moms";28651642
"R - andningsorgan";"Man";"15 - 44";"2020-01";"Förpackningar";67008
"R - andningsorgan";"Man";"15 - 44";"2020-02";"AUP exkl moms";24272850
"R - andningsorgan";"Man";"15 - 44";"2020-02";"Förpackningar";68640
"R - andningsorgan";"Man";"15 - 44";"2020-03";"AUP exkl moms";41454376
"R - andningsorgan";"Man";"15 - 44";"2020-03";"Förpackningar";120352
"R - andningsorgan";"Man";"15 - 44";"2020-04";"AUP exkl moms";28069935
"R - andningsorgan";"Man";"15 - 44";"2020-04";"Förpackningar";93978
"R - andningsorgan";"Man";"15 - 44";"2020-05";"AUP exkl moms";22966362
"R - andningsorgan";"Man";"15 - 44";"2020-05";"Förpackningar";72981
"R - andningsorgan";"Man";"15 - 44";"2020-06";"AUP exkl moms";26704111
"R - andningsorgan";"Man";"15 - 44";"2020-06";"Förpackningar";91005
"R - andningsorgan";"Man";"15 - 44";"2020-07";"AUP exkl moms";23022287
"R - andningsorgan";"Man";"15 - 44";"2020-07";"Förpackningar";63681
"R - andningsorgan";"Man";"15 - 44";"2020-08";"AUP exkl moms";21177139
"R - andningsorgan";"Man";"15 - 44";"2020-08";"Förpackningar";54657
"R - andningsorgan";"Man";"15 - 44";"2020-09";"AUP exkl moms";21834481
"R - andningsorgan";"Man";"15 - 44";"2020-09";"Förpackningar";55734
"R - andningsorgan";"Man";"15 - 44";"2020-10";"AUP exkl moms";23121411
"R - andningsorgan";"Man";"15 - 44";"2020-10";"Förpackningar";55978
"R - andningsorgan";"Man";"15 - 44";"2020-11";"AUP exkl moms";24404262
"R - andningsorgan";"Man";"15 - 44";"2020-11";"Förpackningar";57224
"R - andningsorgan";"Man";"15 - 44";"2020-12";"AUP exkl moms";25166733
"R - andningsorgan";"Man";"15 - 44";"2020-12";"Förpackningar";59299
"R - andningsorgan";"Man";"15 - 44";"2021-01";"AUP exkl moms";19564064
"R - andningsorgan";"Man";"15 - 44";"2021-01";"Förpackningar";55156
"R - andningsorgan";"Man";"15 - 44";"2021-02";"AUP exkl moms";22003522
"R - andningsorgan";"Man";"15 - 44";"2021-02";"Förpackningar";54308
"R - andningsorgan";"Man";"15 - 44";"2021-03";"AUP exkl moms";31415487
"R - andningsorgan";"Man";"15 - 44";"2021-03";"Förpackningar";91037
"R - andningsorgan";"Man";"15 - 44";"2021-04";"AUP exkl moms";26066522
"R - andningsorgan";"Man";"15 - 44";"2021-04";"Förpackningar";82965
"R - andningsorgan";"Man";"15 - 44";"2021-05";"AUP exkl moms";30215475
"R - andningsorgan";"Man";"15 - 44";"2021-05";"Förpackningar";93847
"R - andningsorgan";"Man";"15 - 44";"2021-06";"AUP exkl moms";26615250
"R - andningsorgan";"Man";"15 - 44";"2021-06";"Förpackningar";88358
"R - andningsorgan";"Man";"15 - 44";"2021-07";"AUP exkl moms";23432560
"R - andningsorgan";"Man";"15 - 44";"2021-07";"Förpackningar";63600
"R - andningsorgan";"Man";"15 - 44";"2021-08";"AUP exkl moms";22484613
"R - andningsorgan";"Man";"15 - 44";"2021-08";"Förpackningar";56057
"R - andningsorgan";"Man";"15 - 44";"2021-09";"AUP exkl moms";23356625
"R - andningsorgan";"Man";"15 - 44";"2021-09";"Förpackningar";59446
"R - andningsorgan";"Man";"15 - 44";"2021-10";"AUP exkl moms";24699289
"R - andningsorgan";"Man";"15 - 44";"2021-10";"Förpackningar";62108
"R - andningsorgan";"Man";"15 - 44";"2021-11";"AUP exkl moms";25920213
"R - andningsorgan";"Man";"15 - 44";"2021-11";"Förpackningar";62754
"R - andningsorgan";"Man";"15 - 44";"2021-12";"AUP exkl moms";26800493
"R - andningsorgan";"Man";"15 - 44";"2021-12";"Förpackningar";68703
"R - andningsorgan";"Man";"15 - 44";"2022-01";"AUP exkl moms";23591847
"R - andningsorgan";"Man";"15 - 44";"2022-01";"Förpackningar";61326
"R - andningsorgan";"Man";"15 - 44";"2022-02";"AUP exkl moms";24911243
"R - andningsorgan";"Man";"15 - 44";"2022-02";"Förpackningar";58014
"R - andningsorgan";"Man";"15 - 44";"2022-03";"AUP exkl moms";30802413
"R - andningsorgan";"Man";"15 - 44";"2022-03";"Förpackningar";91453
"R - andningsorgan";"Man";"15 - 44";"2022-04";"AUP exkl moms";26438087
"R - andningsorgan";"Man";"15 - 44";"2022-04";"Förpackningar";80224
"R - andningsorgan";"Man";"15 - 44";"2022-05";"AUP exkl moms";35702495
"R - andningsorgan";"Man";"15 - 44";"2022-05";"Förpackningar";91294
"R - andningsorgan";"Man";"15 - 44";"2022-06";"AUP exkl moms";28968439
"R - andningsorgan";"Man";"15 - 44";"2022-06";"Förpackningar";84223
"R - andningsorgan";"Man";"15 - 44";"2022-07";"AUP exkl moms";27255159
"R - andningsorgan";"Man";"15 - 44";"2022-07";"Förpackningar";68090
"R - andningsorgan";"Man";"15 - 44";"2022-08";"AUP exkl moms";25509861
"R - andningsorgan";"Man";"15 - 44";"2022-08";"Förpackningar";61676
"R - andningsorgan";"Man";"15 - 44";"2022-09";"AUP exkl moms";29060625
"R - andningsorgan";"Man";"15 - 44";"2022-09";"Förpackningar";63203
"R - andningsorgan";"Man";"15 - 44";"2022-10";"AUP exkl moms";29750985
"R - andningsorgan";"Man";"15 - 44";"2022-10";"Förpackningar";61088
"R - andningsorgan";"Man";"15 - 44";"2022-11";"AUP exkl moms";27324517
"R - andningsorgan";"Man";"15 - 44";"2022-11";"Förpackningar";62092
"R - andningsorgan";"Man";"15 - 44";"2022-12";"AUP exkl moms";57287464
"R - andningsorgan";"Man";"15 - 44";"2022-12";"Förpackningar";72051
"R - andningsorgan";"Man";"15 - 44";"2023-01";"AUP exkl moms";46928856
"R - andningsorgan";"Man";"15 - 44";"2023-01";"Förpackningar";65385
"R - andningsorgan";"Man";"15 - 44";"2023-02";"AUP exkl moms";47070253
"R - andningsorgan";"Man";"15 - 44";"2023-02";"Förpackningar";63851
"R - andningsorgan";"Man";"15 - 44";"2023-03";"AUP exkl moms";55388134
"R - andningsorgan";"Man";"15 - 44";"2023-03";"Förpackningar";81566
"R - andningsorgan";"Man";"15 - 44";"2023-04";"AUP exkl moms";49293754
"R - andningsorgan";"Man";"15 - 44";"2023-04";"Förpackningar";86508
"R - andningsorgan";"Man";"15 - 44";"2023-05";"AUP exkl moms";51576218
"R - andningsorgan";"Man";"15 - 44";"2023-05";"Förpackningar";106739
"R - andningsorgan";"Man";"15 - 44";"2023-06";"AUP exkl moms";51751162
"R - andningsorgan";"Man";"15 - 44";"2023-06";"Förpackningar";82690
"R - andningsorgan";"Man";"15 - 44";"2023-07";"AUP exkl moms";48487055
"R - andningsorgan";"Man";"15 - 44";"2023-07";"Förpackningar";62346
"R - andningsorgan";"Man";"15 - 44";"2023-08";"AUP exkl moms";42732956
"R - andningsorgan";"Man";"15 - 44";"2023-08";"Förpackningar";60435
"R - andningsorgan";"Man";"15 - 44";"2023-09";"AUP exkl moms";49467599
"R - andningsorgan";"Man";"15 - 44";"2023-09";"Förpackningar";59566
"R - andningsorgan";"Man";"15 - 44";"2023-10";"AUP exkl moms";43200279
"R - andningsorgan";"Man";"15 - 44";"2023-10";"Förpackningar";63398
"R - andningsorgan";"Man";"15 - 44";"2023-11";"AUP exkl moms";48373898
"R - andningsorgan";"Man";"15 - 44";"2023-11";"Förpackningar";64879
"R - andningsorgan";"Man";"15 - 44";"2023-12";"AUP exkl moms";47530390
"R - andningsorgan";"Man";"15 - 44";"2023-12";"Förpackningar";67783
"R - andningsorgan";"Man";"15 - 44";"2024-01";"AUP exkl moms";49062098
"R - andningsorgan";"Man";"15 - 44";"2024-01";"Förpackningar";67227
"R - andningsorgan";"Man";"15 - 44";"2024-02";"AUP exkl moms";47855413
"R - andningsorgan";"Man";"15 - 44";"2024-02";"Förpackningar";66696
"R - andningsorgan";"Man";"15 - 44";"2024-03";"AUP exkl moms";51681103
"R - andningsorgan";"Man";"15 - 44";"2024-03";"Förpackningar";83113
"R - andningsorgan";"Man";"15 - 44";"2024-04";"AUP exkl moms";50532869
"R - andningsorgan";"Man";"15 - 44";"2024-04";"Förpackningar";84264
"R - andningsorgan";"Man";"15 - 44";"2024-05";"AUP exkl moms";55211930
"R - andningsorgan";"Man";"15 - 44";"2024-05";"Förpackningar";104358
"R - andningsorgan";"Man";"15 - 44";"2024-06";"AUP exkl moms";48784027
"R - andningsorgan";"Man";"15 - 44";"2024-06";"Förpackningar";79291
"R - andningsorgan";"Man";"15 - 44";"2024-07";"AUP exkl moms";44772883
"R - andningsorgan";"Man";"15 - 44";"2024-07";"Förpackningar";68758
"R - andningsorgan";"Man";"15 - 44";"2024-08";"AUP exkl moms";48977634
"R - andningsorgan";"Man";"15 - 44";"2024-08";"Förpackningar";65246
"R - andningsorgan";"Man";"15 - 44";"2024-09";"AUP exkl moms";43357412
"R - andningsorgan";"Man";"15 - 44";"2024-09";"Förpackningar";65792
"R - andningsorgan";"Man";"15 - 44";"2024-10";"AUP exkl moms";55071068
"R - andningsorgan";"Man";"15 - 44";"2024-10";"Förpackningar";74293
"R - andningsorgan";"Man";"15 - 44";"2024-11";"AUP exkl moms";44507509
"R - andningsorgan";"Man";"15 - 44";"2024-11";"Förpackningar";71282
"R - andningsorgan";"Man";"15 - 44";"2024-12";"AUP exkl moms";49096798
"R - andningsorgan";"Man";"15 - 44";"2024-12";"Förpackningar";70882
"R - andningsorgan";"Man";"45 - 64";"2020";"AUP exkl moms";313955429
"R - andningsorgan";"Man";"45 - 64";"2020";"Förpackningar";1001452
"R - andningsorgan";"Man";"45 - 64";"2021";"AUP exkl moms";299579120
"R - andningsorgan";"Man";"45 - 64";"2021";"Förpackningar";953423
"R - andningsorgan";"Man";"45 - 64";"2022";"AUP exkl moms";323554676
"R - andningsorgan";"Man";"45 - 64";"2022";"Förpackningar";985326
"R - andningsorgan";"Man";"45 - 64";"2023";"AUP exkl moms";397950011
"R - andningsorgan";"Man";"45 - 64";"2023";"Förpackningar";991295
"R - andningsorgan";"Man";"45 - 64";"2024";"AUP exkl moms";441011790
"R - andningsorgan";"Man";"45 - 64";"2024";"Förpackningar";998634
"R - andningsorgan";"Man";"45 - 64";"2020-01";"AUP exkl moms";26302292
"R - andningsorgan";"Man";"45 - 64";"2020-01";"Förpackningar";83041
"R - andningsorgan";"Man";"45 - 64";"2020-02";"AUP exkl moms";24368098
"R - andningsorgan";"Man";"45 - 64";"2020-02";"Förpackningar";81059
"R - andningsorgan";"Man";"45 - 64";"2020-03";"AUP exkl moms";38909949
"R - andningsorgan";"Man";"45 - 64";"2020-03";"Förpackningar";128759
"R - andningsorgan";"Man";"45 - 64";"2020-04";"AUP exkl moms";28488073
"R - andningsorgan";"Man";"45 - 64";"2020-04";"Förpackningar";101082
"R - andningsorgan";"Man";"45 - 64";"2020-05";"AUP exkl moms";24619934
"R - andningsorgan";"Man";"45 - 64";"2020-05";"Förpackningar";81785
"R - andningsorgan";"Man";"45 - 64";"2020-06";"AUP exkl moms";26018838
"R - andningsorgan";"Man";"45 - 64";"2020-06";"Förpackningar";83936
"R - andningsorgan";"Man";"45 - 64";"2020-07";"AUP exkl moms";22912859
"R - andningsorgan";"Man";"45 - 64";"2020-07";"Förpackningar";73830
"R - andningsorgan";"Man";"45 - 64";"2020-08";"AUP exkl moms";21509741
"R - andningsorgan";"Man";"45 - 64";"2020-08";"Förpackningar";67386
